('https://www.aldi.co.uk/greek-style-natural-yogurt/p/060652006052400', 'Greek Style Natural Yogurt', '0.49', '32.7p per 100g')
('https://www.aldi.co.uk/scottish-semi-skimmed-milk---1l/p/062203006335000', 'Scottish Semi Skimmed Milk - 1L', '0.70', '70p per litre')
('https://www.aldi.co.uk/salted-microwave-popcorn/p/063278006527800', 'Salted Microwave Popcorn', '0.99', '36.3p per 100g')
('https://www.aldi.co.uk/steak-%26-porter-ale-pie/p/068108016575200', 'Steak & Porter Ale Pie', '1.99', '79.6p per 100g')
('https://www.aldi.co.uk/smoked-sausage-macaroni-cheese/p/069965043720900', 'Smoked Sausage Macaroni Cheese', '0.99', '33p per 100g')
('https://www.aldi.co.uk/lockerbie-extra-mature-cheddar/p/071764056100800', 'Lockerbie Extra Mature Cheddar', '1.19', '£5.95 per kg')
('https://www.aldi.co.uk/belgian-chocolate-brownies/p/076511127317000', 'Belgian Chocolate Brownies', '1.49', '37.25p each')
('https://www.aldi.co.uk/beef-topside/p/076590127316600', 'Beef Topside', '1.79', '£1.79 per 100g')
('https://www.aldi.co.uk/scottish-crumpets/p/078931166644900', 'Scottish Crumpets', '0.55', '9.2p each')
('https://www.aldi.co.uk/scottish-butteries/p/078933166645300', 'Scottish Butteries', '0.89', '22.3p each')
('https://www.aldi.co.uk/flavoured-caramelised-onion-sausages/p/079019181351800', 'Flavoured Caramelised Onion Sausages', '1.99', '£4.98 per kg')
('https://www.aldi.co.uk/pork-chipolatas/p/079386187619000', 'Pork Chipolatas', '1.99', '£5.31 per kg')
('https://www.aldi.co.uk/macaroni-cheese---400g/p/081509192403700', 'Macaroni Cheese - 400g', '1.79', '44.8p per 100g')
('https://www.aldi.co.uk/cherry-scones/p/084238214106300', 'Cherry Scones', '0.75', '18.8p each')
('https://www.aldi.co.uk/scones/p/084239214106500', 'Scones', '0.69', '17.3p each')
('https://www.aldi.co.uk/scottish-salmon-fillets/p/083565217504300', 'Scottish Salmon Fillets', '2.65', '£11.04 per kg')
('https://www.aldi.co.uk/birds-%26-bees-golden-summer-ale/p/085945226887900', 'Birds & Bees Golden Summer Ale', '1.49', '£2.98 per litre')
('https://www.aldi.co.uk/scottish-medium-whole-chicken/p/085860240683900', 'Scottish Medium Whole Chicken', '2.99', '£1.81 per kg')
('https://www.aldi.co.uk/mini-caramel-shortcake-bites/p/703225383930000', 'Mini Caramel Shortcake Bites', '0.75', '0.083p each')
('https://www.aldi.co.uk/village-bakery-wholemeal-pitta-bread/p/066192386427601', 'Village Bakery Wholemeal Pitta Bread', '0.35', '5.8p each')
('https://www.aldi.co.uk/strawberry-flavoured-1%25-fat-milk/p/063364386467200', 'Strawberry Flavoured 1% Fat Milk', '0.85', '85p per litre')
('https://www.aldi.co.uk/marshmallow-brownie-bomb-mini-bites/p/082334225568400', 'Marshmallow Brownie Bomb Mini Bites', '1.99', '60.3p/83.6p per 100g')
('https://www.aldi.co.uk/rice-%26-grains-wholegrain-%26-quinoa/p/704613371571400', 'Rice & Grains Wholegrain & Quinoa', '0.47', '18.8p per 100g')
('https://www.aldi.co.uk/avenue-ladies%27-pewter-comfort-shoes/p/801854389512600', "Avenue Ladies' Pewter Comfort Shoes", '12.99', '')
('https://www.aldi.co.uk/reduced-fat-macaroni/p/703331385796000', 'Reduced Fat Macaroni', '1.29', '37.9p per 100g')
('https://www.aldi.co.uk/nature%27s-pick-babycorn-145g/p/702335390650500', "Nature's Pick Babycorn 145g", '1.15', '£7.94 per kg')
('https://www.aldi.co.uk/bolognese-sauce/p/701927397533000', 'Bolognese Sauce', '0.49', '9.8p per 100g')
('https://www.aldi.co.uk/hot-italian-schiacciata-salami-pizza/p/705816397590000', 'Hot Italian Schiacciata Salami Pizza', '3.29', '£6.91 per kg')
('https://www.aldi.co.uk/wood-fired-smoky-barbecue-beef/p/705821397590600', 'Wood Fired Smoky Barbecue Beef', '3.29', '£7.08 per kg')
('https://www.aldi.co.uk/onion-%26-garlic-dip/p/705788398714000', 'Onion & Garlic Dip', '0.75', '37.5p per 100g')
('https://www.aldi.co.uk/french-roquefort/p/700045400101001', 'French Roquefort', '1.79', '£10.85/£14.32/£7.16 per kg')
('https://www.aldi.co.uk/tropical-fruits-granola/p/017675401503401', 'Tropical Fruits Granola', '1.39', '13.9p per 100g')
('https://www.aldi.co.uk/raisin-%26-almond-granola/p/017675295950000', 'Raisin & Almond Granola', '1.39', '13.9p per 100g')
('https://www.aldi.co.uk/ladies%27-grey-base-layer-pants/p/801474404486800', "Ladies' Grey Base Layer Pants", '7.99', 'each')
('https://www.aldi.co.uk/aloe-vera-toilet-tissue/p/068733403934600', 'Aloe Vera Toilet Tissue', '1.55', '22.8p per 100 sheets')
('https://www.aldi.co.uk/yogurt-delights-raspberry%26vanilla/p/701266404901000', 'Yogurt Delights Raspberry&Vanilla', '0.95', '23.8p per 100g')
('https://www.aldi.co.uk/wooden-coffee-13-piece-set/p/079971405200906', 'Wooden Coffee 13-Piece Set', '12.99', 'each')
('https://www.aldi.co.uk/haysmith%27s-london-dry-gin/p/705921407176300', "Haysmith's London Dry Gin", '14.99', '£21.41 per litre')
('https://www.aldi.co.uk/mamia-nappy-pants-size-5-36-pack/p/700771333529300', 'Mamia Nappy Pants Size 5 36 Pack', '2.89', '8p per nappy')
('https://www.aldi.co.uk/freeman%27s-bay-pinot-gris/p/706424407843600', "Freeman's Bay Pinot Gris", '6.49', '£6.49 per 75cl')
('https://www.aldi.co.uk/extra-sensitive-baby-wipes/p/083351408376400', 'Extra Sensitive Baby Wipes', '0.55', '0.009p per wipe')
('https://www.aldi.co.uk/smoked-lean-bacon-medallions/p/021242408678501', 'Smoked Lean Bacon Medallions', '1.65', '£6.60 per kg')
('https://www.aldi.co.uk/americano-coffee-pods/p/700591410425403', 'Americano Coffee Pods', '2.49', '£1.28 / £1.34 / £1.56 per 100g')
('https://www.aldi.co.uk/cool-breeze-chewing-gum-sugar-free/p/703815409424003', 'Cool Breeze Chewing Gum Sugar Free', '0.99', '£2.62/£2.99 per 100g')
('https://www.aldi.co.uk/dog-treats---meaty-strips---beef/p/701938409424802', 'Dog Treats - Meaty Strips - Beef', '0.65', 'each')
('https://www.aldi.co.uk/2-chicken-bakes/p/704370410446401', '2 Chicken Bakes', '0.85', '19.9p/ 30.4p / 27.8p per 100g')
('https://www.aldi.co.uk/tzatziki-dip/p/704570410449402', 'Tzatziki Dip', '0.75', '37.5p/50p per 100g')
('https://www.aldi.co.uk/cheese-coleslaw/p/707989410454401', 'Cheese Coleslaw', '0.85', '28.3p per 100g')
('https://www.aldi.co.uk/mini-bites-honeycomb-crunch/p/082334410451001', 'Mini Bites Honeycomb Crunch', '1.99', '60.3p/83.6p per 100g')
('https://www.aldi.co.uk/beetroot-salad/p/707989410454602', 'Beetroot Salad', '0.85', '28.3p per 100g')
('https://www.aldi.co.uk/honey-nut-cornflakes/p/006658001108400', 'Honey Nut Cornflakes', '0.85', '17p per 100g')
('https://www.aldi.co.uk/pedigree-amber-ale/p/046635003714000', 'Pedigree Amber Ale', '1.20', '£2.40 per litre')
('https://www.aldi.co.uk/granulated-sugar/p/007118001197800', 'Granulated Sugar', '0.65', '65p per kg')
('https://www.aldi.co.uk/4-battered-cod-fish-fillets/p/041949003020600', '4 Battered Cod Fish Fillets', '2.39', '£4.78 per kg')
('https://www.aldi.co.uk/fisherman%27s-pie/p/046367003673600', "Fisherman's Pie", '0.75', '£2.21 per kg')
('https://www.aldi.co.uk/diet-cola/p/050936004338200', 'Diet Cola', '0.17', '0.9p per 100ml')
('https://www.aldi.co.uk/pizza-thin-base-double-pepperoni/p/056828005343600', 'Pizza Thin Base Double Pepperoni', '0.99', '£3.05 per kg')
('https://www.aldi.co.uk/ginger-parkin/p/057652005499200', 'Ginger Parkin', '0.99', '41.3p per 100g')
('https://www.aldi.co.uk/flexi-loop-carrier-bag/p/067622020546200', 'Flexi-loop Carrier Bag', '0.20', 'each')
('https://www.aldi.co.uk/sparkling-spring-water/p/064526006754200', 'Sparkling Spring Water', '0.85', '2.8p per 100ml')
('https://www.aldi.co.uk/light-mayonnaise/p/074089094109400', 'Light Mayonnaise', '0.41', '8.1p per 100g')
('https://www.aldi.co.uk/avocado-twin-pack/p/074928101260200', 'Avocado Twin Pack', '1.15', '57.5p Each')
('https://www.aldi.co.uk/belton-farm-crumbly-cheshire/p/073962101266800', 'Belton Farm Crumbly Cheshire', '1.49', '£5.96 per kg')
('https://www.aldi.co.uk/mini-roul%C3%A9-with-black-pepper/p/072200116493800', 'Mini Roulé With Black Pepper', '0.89', '£8.90 per kg')
('https://www.aldi.co.uk/nature%27s-pick-closed-cup-mushrooms/p/078333151145200', "Nature's Pick Closed Cup Mushrooms", '0.95', '£2.38 per kg')
('https://www.aldi.co.uk/chick-peas-in-water/p/078730158829100', 'Chick Peas In Water', '0.30', '7.5p per 100g')
('https://www.aldi.co.uk/diced-chicken-breast/p/079385175407700', 'Diced Chicken Breast', '3.19', '£5.32 per kg')
('https://www.aldi.co.uk/max-white-protect-toothpaste/p/084129217705000', 'Max White Protect Toothpaste', '1.89', '£2.52 per 100ml')
('https://www.aldi.co.uk/syrup-%26-sultana-pancakes/p/081756245969102', 'Syrup & Sultana Pancakes', '0.42', '7p each')
('https://www.aldi.co.uk/bbq-chicken/p/010273253075700', 'Bbq Chicken', '1.99', '£3.61/£3.98 per kg')
('https://www.aldi.co.uk/mouthwash-total-white/p/084054250551900', 'Mouthwash Total White', '0.85', '17p per 100ml')
('https://www.aldi.co.uk/british-beef-topside/p/086222255036800', 'British Beef Topside', '1.79', '£1.38 per 100g')
('https://www.aldi.co.uk/6-organic-carrot-cake-soft-oaty-bars/p/086202252092700', '6 Organic Carrot Cake Soft Oaty Bars', '1.39', '92.7p per 100g')
('https://www.aldi.co.uk/tuna-chunks-in-brine/p/084932253203400', 'Tuna Chunks In Brine', '0.59', '57.8p per 100g drained')
('https://www.aldi.co.uk/6-white-folded-flatbreads/p/010790255115100', '6 White Folded Flatbreads', '0.69', '33p per 100g')
('https://www.aldi.co.uk/breaded-chicken-mini-fillets/p/016060276702000', 'Breaded Chicken Mini Fillets', '2.15', '£7.05 per kg')
('https://www.aldi.co.uk/breaded-hot-%26-spicy-chicken-strips/p/016802278453400', 'Breaded Hot & Spicy Chicken Strips', '2.15', '£7.05 per kg')
('https://www.aldi.co.uk/kit-kat/p/015254279913000', 'Kit Kat', '1.09', '75.2p per 100g')
('https://www.aldi.co.uk/gourmet-supreme---chicken-in-gravy/p/068287279929603', 'Gourmet Supreme - Chicken In Gravy', '0.20', '£2.00 per kg')
('https://www.aldi.co.uk/extra-large-whole-chicken/p/017517283792800', 'Extra Large Whole Chicken', '3.89', '£3.89 per unit')
('https://www.aldi.co.uk/3-blade-disposable-razor/p/010851286430600', '3 Blade Disposable Razor', '1.49', '37.2p per razor')
('https://www.aldi.co.uk/balsamic-vinegar-of-modena/p/016600287120200', 'Balsamic Vinegar Of Modena', '1.29', '£2.58 per litre')
('https://www.aldi.co.uk/4-italian-style-ciabatta-rolls/p/019907288765500', '4 Italian Style Ciabatta Rolls', '0.89', '22.3p each')
('https://www.aldi.co.uk/smoked-crispy-bacon/p/087518290058200', 'Smoked Crispy Bacon', '1.59', '£3.18 per 100g')
('https://www.aldi.co.uk/orange-zero/p/014259289889100', 'Orange Zero', '1.25', '6.3p per 100ml')
('https://www.aldi.co.uk/honey-%26-mustard-chicken-topped-pasta/p/020046290731300', 'Honey & Mustard Chicken Topped Pasta', '1.79', '59.7p per 100g')
('https://www.aldi.co.uk/classic-pilau-rice/p/017550292708100', 'Classic Pilau Rice', '0.35', '14p per 100g')
('https://www.aldi.co.uk/special-golden-vegetable-rice/p/020283292708700', 'Special Golden Vegetable Rice', '0.35', '14p per 100g')
('https://www.aldi.co.uk/british-garden-peas/p/014297293485300', 'British Garden Peas', '0.59', '65.6p per kg')
('https://www.aldi.co.uk/smoked-haddock-fillets/p/020709294548200', 'Smoked Haddock Fillets', '3.15', '£12.60 per kg')
('https://www.aldi.co.uk/fruit-muesli/p/017683295927800', 'Fruit Muesli', '1.69', '22.5p per 100g')
('https://www.aldi.co.uk/low-sugar-granola/p/016935297104900', 'Low Sugar Granola', '1.65', '33p per 100g')
('https://www.aldi.co.uk/smoky-chicken-strozzapreti-pasta/p/084666297029901', 'Smoky Chicken Strozzapreti Pasta', '2.65', '£6.63 per kg')
('https://www.aldi.co.uk/cinnamon-chips/p/016658297748900', 'Cinnamon Chips', '1.59', '28.1p per 100g')
('https://www.aldi.co.uk/4-ready-baked-jackets/p/020119297771300', '4 Ready Baked Jackets', '1.49', '£1.86 per kg')
('https://www.aldi.co.uk/super-concentrated-liquid-wash-bio/p/013908301701400', 'Super Concentrated Liquid Wash Bio', '1.49', '£1.70 per litre')
('https://www.aldi.co.uk/aberdeen-angus-rump-steak/p/021330305460200', 'Aberdeen Angus Rump Steak', '3.25', '£14.32 per kg')
('https://www.aldi.co.uk/30-days-matured-fillet-steak/p/021341305460400', '30 Days Matured Fillet Steak', '5.19', '£30.53 per kg')
('https://www.aldi.co.uk/british-28-day-matured-fillet-steak/p/021360305461800', 'British 28 Day Matured Fillet Steak', '4.15', '£24.41 per kg')
('https://www.aldi.co.uk/british-28-day-matured-rump-steak/p/021358305461600', 'British 28 Day Matured Rump Steak', '3.49', '£13.69 per kg')
('https://www.aldi.co.uk/20%25-fat-beef-mince/p/016150305463000', '20% Fat Beef Mince', '1.49', '£2.98 per kg')
('https://www.aldi.co.uk/100%25-british-5%25-fat-lean-beef-mince/p/021394305462600', '100% British 5% Fat Lean Beef Mince', '2.59', '£5.18 per kg')
('https://www.aldi.co.uk/100%25-british-lean-diced-beef/p/021449305464200', '100% British Lean Diced Beef', '2.55', '£6.38 per kg')
('https://www.aldi.co.uk/100%25-british-5%25-fat-lean-pork-mince/p/021759306122100', '100% British 5% Fat Lean Pork Mince', '2.19', '£4.38 per kg')
('https://www.aldi.co.uk/british-lean-pork-loin-medallions/p/021683306436300', 'British Lean Pork Loin Medallions', '2.39', '£ 2.49')
('https://www.aldi.co.uk/chilli-powder/p/700272306619500', 'Chilli Powder', '0.55', '£1.38 per 100g')
('https://www.aldi.co.uk/ground-ginger/p/700267306643200', 'Ground Ginger', '0.49', '£1.58 per 100g')
('https://www.aldi.co.uk/manuka-honey/p/019714309188900', 'Manuka Honey', '4.49', '£2.00 per 100g')
('https://www.aldi.co.uk/9-baked-sweet-potato-pakoras/p/020363314570400', '9 Baked Sweet Potato Pakoras', '1.25', '62.5p per 100g')
('https://www.aldi.co.uk/100%25-freshly-squeezed-orange-juice/p/700241314571600', '100% Freshly Squeezed Orange Juice', '1.59', '15.9p per 100ml')
('https://www.aldi.co.uk/smoked-salmon-sushi-snack/p/701029313394000', 'Smoked Salmon Sushi Snack', '0.85', '')
('https://www.aldi.co.uk/hoops/p/020955314577000', 'Hoops', '0.99', '49.5p per 100g')
('https://www.aldi.co.uk/asian-inspired-noodles-sweet-chilli/p/018509317318900', 'Asian Inspired Noodles Sweet Chilli', '0.59', '75.6p per 100g')
('https://www.aldi.co.uk/100%25-british-lamb-mince/p/700540313514800', '100% British Lamb Mince', '3.39', '£7.14 per kg')
('https://www.aldi.co.uk/long-grain-rice/p/700831317333700', 'Long Grain Rice', '0.75', '£2.50 per kg')
('https://www.aldi.co.uk/large-white-baps/p/700653317319700', 'Large White Baps', '0.55', '13.75p each')
('https://www.aldi.co.uk/british-chicken-thigh-fillets/p/701482318109700', 'British Chicken Thigh Fillets', '3.79', '£4.21 per kg')
('https://www.aldi.co.uk/lamb-chops/p/701061318272500', 'Lamb Chops', '3.49', '£10.26 per kg')
('https://www.aldi.co.uk/popcorn-peanut-butter-flavoured/p/019033318479200', 'Popcorn Peanut Butter Flavoured', '0.55', '£2.04 per 100g')
('https://www.aldi.co.uk/benefit-bars-cherry-bakewell/p/021036322751200', 'Benefit Bars Cherry Bakewell', '0.73', '76.8p per 100g')
('https://www.aldi.co.uk/veggie-puffs-pickled-onion-flavour/p/019057321507000', 'Veggie Puffs Pickled Onion Flavour', '0.55', '£2.62 per 100g')
('https://www.aldi.co.uk/whole-strawberries/p/701677325983800', 'Whole Strawberries', '1.39', '39.7p per 100g')
('https://www.aldi.co.uk/munchy-bar-choc-chip/p/021043324677100', 'Munchy Bar Choc Chip', '0.85', '44.3p per 100g')
('https://www.aldi.co.uk/premium-indian-tonic-water/p/021425330886400', 'Premium Indian Tonic Water', '1.99', '16.6p per 100ml')
('https://www.aldi.co.uk/tomato-pea-snaps/p/700774332871300', 'Tomato Pea Snaps', '0.59', '98.3p per 100g')
('https://www.aldi.co.uk/light-indian-tonic-water/p/702143330886600', 'Light Indian Tonic Water', '1.99', '16.6p per 100ml')
('https://www.aldi.co.uk/soft-white-thick-bread/p/701827332875700', 'Soft White Thick Bread', '1.10', '13.8p per 100g')
('https://www.aldi.co.uk/oven-ready-hunters-chicken/p/702783334279100', 'Oven Ready Hunters Chicken', '2.79', '£ 2.99')
('https://www.aldi.co.uk/no-added-water-smoked-ham-slices/p/700114337061801', 'No Added Water Smoked Ham Slices', '1.99', '82.9p per 100g')
('https://www.aldi.co.uk/citrus-kitchen-towel/p/021978338194600', 'Citrus Kitchen Towel', '2.79', '93p per 100 sheets')
('https://www.aldi.co.uk/wafer-thin-cooked-ham-slices/p/087587337062001', 'Wafer Thin Cooked Ham Slices', '1.19', '99.2p per 100g')
('https://www.aldi.co.uk/boneless-side-of-salmon/p/702056339537200', 'Boneless Side Of Salmon', '5.99', '£11.98 per kg')
('https://www.aldi.co.uk/inspired-cuisine-beef-lasagne/p/701331340772000', 'Inspired Cuisine Beef Lasagne', '1.29', '£3.23 per kg')
('https://www.aldi.co.uk/champion-ale/p/703049349914100', 'Champion Ale', '1.49', '£2.98 per litre')
('https://www.aldi.co.uk/black-beans-in-water/p/700965353160600', 'Black Beans In Water', '0.49', '12.6p per 100g')
('https://www.aldi.co.uk/spanish-serrano-ham/p/700778356431900', 'Spanish Serrano Ham', '1.49', '£1.24/£1.49 per 100g')
('https://www.aldi.co.uk/deep-fill-pastry-topped-chicken-pie/p/021907354818100', 'Deep Fill Pastry Topped Chicken Pie', '2.19', '43.8p per 100g')
('https://www.aldi.co.uk/foodie-market-quinoa/p/700448358755200', 'Foodie Market Quinoa', '0.89', '£2.97 per kg')
('https://www.aldi.co.uk/west-country-extra-mature-cheddar/p/704328360428500', 'West Country Extra Mature Cheddar', '2.49', '£6.23 per kg')
('https://www.aldi.co.uk/dog-biscuits--boney-bites/p/701942357521100', 'Dog Biscuits- Boney Bites', '1.35', '£1.69 per kg')
('https://www.aldi.co.uk/diced-chicken-breast/p/703508360415700', 'Diced Chicken Breast', '2.15', '£5.38 per kg')
('https://www.aldi.co.uk/28-day-matured-sirloin-steak/p/704101362444000', '28 Day Matured Sirloin Steak', '6.29', '£13.85 per kg')
('https://www.aldi.co.uk/wild-strawberry-%26-elderflower-cider/p/703021367510000', 'Wild Strawberry & Elderflower Cider', '3.99', '£3.02 per litre')
('https://www.aldi.co.uk/2-buttermilk-fish-burgers/p/704491367526000', '2 Buttermilk Fish Burgers', '1.49', '£6.56 per kg')
('https://www.aldi.co.uk/pear-cucumber-%26-mint-cider/p/703020367510200', 'Pear Cucumber & Mint Cider', '2.49', '£1.89 per litre')
('https://www.aldi.co.uk/sweet-%26-sour-chicken/p/704799368325600', 'Sweet & Sour Chicken', '1.89', '£4.73/£4.20 per kg')
('https://www.aldi.co.uk/mixed-nuts/p/702543372454800', 'Mixed Nuts', '1.59', '£7.95 per kg')
('https://www.aldi.co.uk/brazil-nuts/p/702544372455000', 'Brazil Nuts', '1.85', '£9.25 per kg')
('https://www.aldi.co.uk/walnut-halves/p/702556372455400', 'Walnut Halves', '2.09', '£10.45 per kg')
('https://www.aldi.co.uk/dreemy/p/702206374471800', 'Dreemy', '0.85', '33.2p/34p per 100g')
('https://www.aldi.co.uk/4-beef-quarter-pounders/p/705298375890800', '4 Beef Quarter Pounders', '1.99', '£4.38 per kg')
('https://www.aldi.co.uk/facial-wash---face-scrub/p/055176215371502', 'Facial Wash - Face Scrub', '0.85', '56.7p per 100ml')
('https://www.aldi.co.uk/onion-gravy-granules/p/053919004818000', 'Onion Gravy Granules', '0.79', '26.3p per 100g')
('https://www.aldi.co.uk/chicken-%26-bacon-p%C3%A2t%C3%A9/p/064036220850500', 'Chicken & Bacon Pâté', '0.85', '42.5p/50p per 100g')
('https://www.aldi.co.uk/half-fat-grated-mature-cheese/p/051657224179400', 'Half Fat Grated Mature Cheese', '1.49', '£5.96 per kg')
('https://www.aldi.co.uk/pineapple/p/051213225821200', 'Pineapple', '0.59', '59.0p Each')
('https://www.aldi.co.uk/6-large-british-free-range-eggs/p/044407226809700', '6 Large British Free Range Eggs', '0.85', '14.16p')
('https://www.aldi.co.uk/premium-pilsner/p/071111227722200', 'Premium Pilsner', '2.99', '£1.50 per litre')
('https://www.aldi.co.uk/thai-style-fishcakes/p/057983230444200', 'Thai Style Fishcakes', '1.89', '£6.52 per kg')
