('https://www.aldi.co.uk/olives/p/084523218139400', 'Olives', '1.59', '£1.06 per 100g')
('https://www.aldi.co.uk/2-extra-large-cod-fillets/p/005107000805800', '2 Extra Large Cod Fillets', '3.19', '£6.93 per kg')
('https://www.aldi.co.uk/the-fishmonger-omega-3-fish-fingers/p/061955006287800', 'The Fishmonger Omega 3 Fish Fingers', '1.39', '£3.09 per kg')
('https://www.aldi.co.uk/prawn-%26-white-wine-salmon-wellington/p/051231120704700', 'Prawn & White Wine Salmon Wellington', '3.99', '£5.70 per kg')
('https://www.aldi.co.uk/light-greek-style-strawberry-yogurt/p/070676038608300', 'Light Greek Style Strawberry Yogurt', '0.85', '17p per 100g')
('https://www.aldi.co.uk/splitpots-biscuits/p/070689064220900', 'Splitpots Biscuits', '1.69', '20.9p per 100g')
('https://www.aldi.co.uk/brooklea-greek-style-yogurt/p/074079196428701', 'Brooklea Greek Style Yogurt', '0.75', '16.7p per 100g')
('https://www.aldi.co.uk/12-fat-free-yogurt-drinks-strawberry/p/067915210365201', '12 Fat Free Yogurt Drinks Strawberry', '1.79', '14.9p per 100g')
('https://www.aldi.co.uk/light-greek-style-peach-yogurt/p/070676210366002', 'Light Greek Style Peach Yogurt', '0.85', '17p per 100g')
('https://www.aldi.co.uk/toffee-dessert/p/060512234958302', 'Toffee Dessert', '0.49', '25.8p per 100g')
('https://www.aldi.co.uk/12-fat-free-yogurt-drinks-multifruit/p/067915210365402', '12 Fat Free Yogurt Drinks Multifruit', '1.79', '14.9p per 100g')
('https://www.aldi.co.uk/organic-mango-greek-style-yoghurt/p/074953234830005', 'Organic Mango Greek Style Yoghurt', '0.69', '76.7p per 100g')
('https://www.aldi.co.uk/garden-peas/p/049439004110800', 'Garden Peas', '0.55', '60.6p per kg')
('https://www.aldi.co.uk/german-smoked-cheese-with-jalape%C3%B1o/p/006961235107301', 'German Smoked Cheese With Jalapeño', '1.49', '£7.45 per kg')
('https://www.aldi.co.uk/100%25-beef-quarter-pounders/p/006765001128200', '100% Beef Quarter Pounders', '1.99', '£4.38 per kg')
('https://www.aldi.co.uk/scottish-salted-butter/p/005137235508500', 'Scottish Salted Butter', '1.49', '£5.96 per kg')
('https://www.aldi.co.uk/crispy-and-golden-curly-fries/p/059901005915400', 'Crispy And Golden Curly Fries', '0.85', '£1.31 per kg')
('https://www.aldi.co.uk/beverly-hills-charcoal-toothpaste/p/077770235615300', 'Beverly Hills Charcoal Toothpaste', '1.49', '')
('https://www.aldi.co.uk/twin-pack-garlic-baguettes/p/043919003317200', 'Twin Pack Garlic Baguettes', '0.69', '£2.04 per kg')
('https://www.aldi.co.uk/carlos-stuffed-crust-pizza-cheese/p/061704006241000', 'Carlos Stuffed Crust Pizza Cheese', '1.59', '£3.23/£3.18 per kg')
('https://www.aldi.co.uk/summer-fruits/p/051425004382600', 'Summer Fruits', '1.39', '£2.78 per kg')
('https://www.aldi.co.uk/sucralose-sweetener/p/044383003387600', 'Sucralose Sweetener', '0.65', '£8.67 per kg')
('https://www.aldi.co.uk/stevia-sweetener/p/057466005463600', 'Stevia Sweetener', '0.55', 'per pack')
('https://www.aldi.co.uk/skinless-%26-boneless-basa-fillets/p/047624236181400', 'Skinless & Boneless Basa Fillets', '1.99', '£5.24 per kg')
('https://www.aldi.co.uk/yogurt-%26-fruit-bars---forest-fruit/p/050647004296800', 'Yogurt & Fruit Bars - Forest Fruit', '0.99', '45.4p per 100g')
('https://www.aldi.co.uk/beef-stock-cubes-18pk/p/057948005551800', 'Beef Stock Cubes 18pk', '1.39', '£1.31 per 100g')
('https://www.aldi.co.uk/choco-hoops/p/004917000768000', 'Choco Hoops', '0.75', '£ 0.79')
('https://www.aldi.co.uk/winterberry-cheesecake/p/072636236807402', 'Winterberry Cheesecake', '1.05', '23.3p/25p/21p per 100g')
('https://www.aldi.co.uk/easy-cook-long-grain-rice/p/002249000244000', 'Easy Cook Long Grain Rice', '0.79', '79p per kg')
('https://www.aldi.co.uk/fruit-wheats-blueberry/p/072907079332100', 'Fruit Wheats Blueberry', '1.39', '27.8p per 100g')
('https://www.aldi.co.uk/fruit-wheats-apricot/p/072907210911102', 'Fruit Wheats Apricot', '1.39', '27.8p per 100g')
('https://www.aldi.co.uk/basmati-rice/p/077310150368400', 'Basmati Rice', '0.75', '£2.50/£2.68 per kg')
('https://www.aldi.co.uk/100%25-pure-canadian-maple-syrup/p/074956236893600', '100% Pure Canadian Maple Syrup', '3.49', '£1.40 per 100ml')
('https://www.aldi.co.uk/prunes/p/071349044122000', 'Prunes', '1.69', '£3.38 per kg')
('https://www.aldi.co.uk/luxury-dark-cooking-chocolate/p/073734197906602', 'Luxury Dark Cooking Chocolate', '0.59', '39.3p per 100g')
('https://www.aldi.co.uk/peppermint-extract/p/068315210905701', 'Peppermint Extract', '0.65', '£1.71 per 100ml')
('https://www.aldi.co.uk/vanilla-extract/p/068315037862400', 'Vanilla Extract', '0.65', '£1.71 per 100ml')
('https://www.aldi.co.uk/6-apple-fruit-%26-grain-cereal-bars/p/041918236883300', '6 Apple Fruit & Grain Cereal Bars', '0.79', '35.6p per 100g')
('https://www.aldi.co.uk/spaghetti/p/047555003839400', 'Spaghetti', '0.39', '7.8p per 100g')
('https://www.aldi.co.uk/tortelloni-%0Athree-cheese/p/003213000432200', 'Tortelloni Three Cheese', '0.59', '£2.36/£1.18 per kg')
('https://www.aldi.co.uk/tagliatelle/p/056665005314400', 'Tagliatelle', '1.19', '23.8p per 100g')
('https://www.aldi.co.uk/cholesterol-lowering-drink--strawb/p/074422237200300', 'Cholesterol Lowering Drink -Strawb', '1.89', '23.6p per 100g')
('https://www.aldi.co.uk/lime-%26-mandarin-layered-yogurt/p/073707077619800', 'Lime & Mandarin Layered Yogurt', '0.49', '32.7p per 100g')
('https://www.aldi.co.uk/caramel-layered-yogurt/p/073707237259003', 'Caramel Layered Yogurt', '0.49', '32.7p per 100g')
('https://www.aldi.co.uk/wake-up-shower-gel/p/082106237272802', 'Wake-Up Shower Gel', '0.55', '22p per 100ml')
('https://www.aldi.co.uk/chocolate-%26-raspberry-chocsticks/p/068286238282002', 'Chocolate & Raspberry Chocsticks', '1.99', '66.3p per 100ml')
('https://www.aldi.co.uk/salted-caramel-ice-creams/p/068286238281801', 'Salted Caramel Ice Creams', '1.99', '66.3p per 100ml')
('https://www.aldi.co.uk/light-mozzarella/p/005608238294401', 'Light Mozzarella', '0.43', '£3.44 per kg')
('https://www.aldi.co.uk/sea-salt-%26-balsamic-vinegar-crisps/p/082020232241000', 'Sea Salt & Balsamic Vinegar Crisps', '0.69', '46p per 100g')
('https://www.aldi.co.uk/4-squidgy-pouches-yogurts/p/080990238846901', '4 Squidgy Pouches Yogurts', '0.75', '23.4p per 100g')
('https://www.aldi.co.uk/vanilla-dessert/p/060512239136604', 'Vanilla Dessert', '0.49', '25.8p per 100g')
('https://www.aldi.co.uk/rich-%26-indulgent-coleslaw/p/048780239318300', 'Rich & Indulgent Coleslaw', '0.75', '25p per 100g')
('https://www.aldi.co.uk/2-in-1-washing-powder---white-lily/p/070857239980401', '2 In 1 Washing Powder - White Lily', '2.99', '£1.15 per kg (7.4p per wash)')
('https://www.aldi.co.uk/carrots%2C-broccoli-and-sweetcorn/p/041125240025600', 'Carrots, Broccoli And Sweetcorn', '1.05', '£1.64 per kg')
('https://www.aldi.co.uk/prawn-mayonnaise-sandwich/p/058131240030401', 'Prawn Mayonnaise Sandwich', '1.59', '')
('https://www.aldi.co.uk/tuna-%26-sweetcorn-sandwich/p/058131240030200', 'Tuna & Sweetcorn Sandwich', '1.59', '')
('https://www.aldi.co.uk/raspberry-mini-rice-cakes/p/061299240556902', 'Raspberry Mini Rice Cakes', '0.49', '£1.23 per 100g')
('https://www.aldi.co.uk/2-bake-at-home-brown-baguettes/p/040755241254401', '2 Bake At Home Brown Baguettes', '0.69', '23p per 100g')
('https://www.aldi.co.uk/spaghetti/p/049754242095200', 'Spaghetti', '0.20', '4p per 100g')
('https://www.aldi.co.uk/brussels-%26-caramelised-shallots-p%C3%A2t%C3%A9/p/705101376217200', 'Brussels & Caramelised Shallots Pâté', '1.29', '75.9p per 100g')
('https://www.aldi.co.uk/orange-concentrated-squirty-squash/p/702179377413300', 'Orange Concentrated Squirty Squash', '1.09', '£1.65 per 100ml')
('https://www.aldi.co.uk/werther%27s-original---eclairs/p/704239378419900', "Werther's Original - Eclairs", '0.99', '71.7p/59.6p per 100g')
('https://www.aldi.co.uk/juicy-raisins/p/701033379316900', 'Juicy Raisins', '1.35', '£2.70 per kg')
('https://www.aldi.co.uk/hi-juice-50%25-summer-fruits/p/700849380623200', 'Hi Juice 50% Summer Fruits', '0.99', '9.9p per 100ml')
('https://www.aldi.co.uk/smooth-caramel-chocolate/p/702527380821600', 'Smooth Caramel Chocolate', '1.49', '74.5p per 100g')
('https://www.aldi.co.uk/mozzarella-%26-basil-sourdough-pizza/p/705759382867600', 'Mozzarella & Basil Sourdough Pizza', '1.39', '39.2p per 100g')
('https://www.aldi.co.uk/birra-mapelli/p/703443383103400', 'Birra Mapelli', '1.29', '£2.58 per litre')
('https://www.aldi.co.uk/italian-inspired-calabria-ham/p/703861383963000', 'Italian Inspired Calabria Ham', '0.99', '£1.10 per 100g')
('https://www.aldi.co.uk/racer/p/702207384346200', 'Racer', '0.55', '24.1p per 100g')
('https://www.aldi.co.uk/the-deli-creamy-coleslaw/p/704081384388100', 'The Deli Creamy Coleslaw', '0.75', '12.5p per 100g')
('https://www.aldi.co.uk/dog-biscuits---marrowbone-rolls/p/701941386042701', 'Dog Biscuits - Marrowbone Rolls', '0.79', '£1.58 per kg')
('https://www.aldi.co.uk/mamia-organic-spaghetti-bolognese/p/704759387370500', 'Mamia Organic Spaghetti Bolognese', '0.89', '38.7p per 100g')
('https://www.aldi.co.uk/pasta-%26-sauce-cheese-%26-broccoli/p/705017389064700', 'Pasta & Sauce Cheese & Broccoli', '0.37', '33.6p per 100g')
('https://www.aldi.co.uk/large-wholemeal-baps/p/700653387952201', 'Large Wholemeal Baps', '0.55', '13.75p each')
('https://www.aldi.co.uk/8-meringue-nests/p/704744388679400', '8 Meringue Nests', '0.99', '95.2p per 100g')
('https://www.aldi.co.uk/choc-um%27s-chocolate/p/702208386762100', "Choc Um's Chocolate", '0.79', '56.4p/59.4p/65.3p per 100g')
('https://www.aldi.co.uk/green-lentils/p/705686389375800', 'Green Lentils', '0.79', '31.6p per 100g')
('https://www.aldi.co.uk/dishwasher-tablets-all-in-1/p/706425389330000', 'Dishwasher Tablets All In 1', '2.99', '7.49 per tablet')
('https://www.aldi.co.uk/honey-ham/p/706315391135100', 'Honey Ham', '1.59', '39.8p per 100g')
('https://www.aldi.co.uk/garlic-%26-herb-raw-king-prawns/p/703604390864300', 'Garlic & Herb Raw King Prawns', '2.79', '£13.95 per kg')
('https://www.aldi.co.uk/cat-cans---salmon-in-jelly/p/701951391475000', 'Cat Cans - Salmon In Jelly', '0.39', '97.5p per kg')
('https://www.aldi.co.uk/dental-sticks-7-pk---original/p/701940392398500', 'Dental Sticks 7 Pk - Original', '0.55', '£3.06 per kg')
('https://www.aldi.co.uk/intenso-barista-moments/p/700593392365500', 'Intenso Barista Moments', '2.29', '£2.29 per 100g')
('https://www.aldi.co.uk/diet-cola/p/706826392833500', 'Diet Cola', '0.39', '2p per 100ml')
('https://www.aldi.co.uk/quick-cook-chicken-breast-sizzlers/p/706830393966000', 'Quick Cook Chicken Breast Sizzlers', '2.59', '£5.18 per kg')
('https://www.aldi.co.uk/cola-zx/p/706827392833700', 'Cola ZX', '0.39', '2p per 100ml')
('https://www.aldi.co.uk/heavenly-chocolate-cake-mix/p/706869394418400', 'Heavenly Chocolate Cake Mix', '1.25', '29.4p per 100g')
('https://www.aldi.co.uk/onion-rings/p/703158395219800', 'Onion Rings', '0.69', '46p per 100g')
('https://www.aldi.co.uk/drawstring-bin-liners/p/705001396007900', 'Drawstring Bin Liners', '1.29', 'each')
('https://www.aldi.co.uk/british-cooked-chicken/p/705227395567300', 'British Cooked Chicken', '0.79', '68.7p per 100g')
('https://www.aldi.co.uk/farm-assured-roast-beef-topside/p/707102395568100', 'Farm Assured Roast Beef Topside', '1.99', '£1.81 per 100g')
('https://www.aldi.co.uk/stir-in-pasta-sauce-sun-dried-tomato/p/701930401385000', 'Stir-In Pasta Sauce Sun-Dried Tomato', '0.55', '36.7p per 100g')
('https://www.aldi.co.uk/sesame-crispbread/p/705396401384000', 'Sesame Crispbread', '0.59', '23.6p per 100g')
('https://www.aldi.co.uk/original-rye-crispbread/p/705395401383800', 'Original Rye Crispbread', '0.59', '23.6p per 100g')
('https://www.aldi.co.uk/wafer-thin-cooked-ham/p/707697404952700', 'Wafer Thin Cooked Ham', '1.59', '39.8p per 100g')
('https://www.aldi.co.uk/spicy-cheddar-with-chilli/p/072358299968804', 'Spicy Cheddar with Chilli', '1.49', '£7.45 per kg')
('https://www.aldi.co.uk/spaghetti-bolognese-seasoning-mix/p/061291337258405', 'Spaghetti Bolognese Seasoning Mix', '0.17', '38.6p per 100g')
('https://www.aldi.co.uk/coarse-black-pepper/p/064986006834605', 'Coarse Black Pepper', '1.19', '11.9p per 10g')
('https://www.aldi.co.uk/sausage-casserole-seasoning-mix/p/061291337258409', 'Sausage Casserole Seasoning Mix', '0.17', '38.6p per 100g')
('https://www.aldi.co.uk/ground-black-pepper/p/064986006834607', 'Ground Black Pepper', '1.19', '11.9p per 10g')
('https://www.aldi.co.uk/mutli-purpose-cleaner-with-bleach/p/004283409404301', 'Mutli Purpose Cleaner with Bleach', '0.65', '8.7p per 100ml')
('https://www.aldi.co.uk/6-soft-brown-sliced-sandwich-thins/p/010145410009101', '6 Soft Brown Sliced Sandwich Thins', '0.49', '8.2p each')
('https://www.aldi.co.uk/pitted-green-olives--garlic-thyme/p/010577410009501', 'Pitted Green Olives -Garlic/Thyme', '0.49', '98p per 100g')
('https://www.aldi.co.uk/dog-food-with-beef-and-vegetables/p/010715410009701', 'Dog Food With Beef And Vegetables', '6.49', '54.1p per kg')
('https://www.aldi.co.uk/working-dog---beef-%26-vegetables/p/010740410009901', 'Working Dog - Beef & Vegetables', '5.99', '49.9p per kg')
('https://www.aldi.co.uk/whole-wheat-couscous/p/011390410010701', 'Whole Wheat Couscous', '0.95', '9.5p per 100g')
('https://www.aldi.co.uk/ready-meal-meatballs-%26-pasta/p/011430410010901', 'Ready Meal Meatballs & Pasta', '1.99', '£3.62 per kg')
('https://www.aldi.co.uk/italian-inspired-sicilian-ham/p/703861410315101', 'Italian Inspired Sicilian Ham', '0.99', '£1.10 per 100g')
('https://www.aldi.co.uk/italian-inspired-roma-ham/p/703861410315503', 'Italian Inspired Roma Ham', '0.99', '£1.10 per 100g')
('https://www.aldi.co.uk/juicy-raw-jumbo-king-prawns/p/012665410011101', 'Juicy Raw Jumbo King Prawns', '2.19', '£12.17 per kg')
('https://www.aldi.co.uk/popcorn-salted-caramel-bar/p/013086410011501', 'Popcorn Salted Caramel Bar', '0.99', '82.5p per 100g')
('https://www.aldi.co.uk/the-wholemeal-rustic-bloomer/p/015535410012301', 'The Wholemeal Rustic Bloomer', '0.69', '17.3p per 100g')
('https://www.aldi.co.uk/chicken-chow-mein/p/704799410174401', 'Chicken Chow Mein', '1.89', '£4.73/£4.20 per kg')
('https://www.aldi.co.uk/lentil-bites-sea-salt/p/013143410011701', 'Lentil Bites Sea Salt', '0.89', '78.8p/65.9p per 100g')
('https://www.aldi.co.uk/luxurious-moisture-shampoo/p/705311410175601', 'Luxurious Moisture Shampoo', '2.69', '29.9p per 100ml')
('https://www.aldi.co.uk/cooked-beef/p/705227410175201', 'Cooked Beef', '0.79', '68.7p per 100g')
('https://www.aldi.co.uk/king-prawn-bhuna/p/015803410013101', 'King Prawn Bhuna', '2.59', '£7.40 per kg')
('https://www.aldi.co.uk/gluten-free-chunky-cod-fish-fingers/p/015764410012901', 'Gluten Free Chunky Cod Fish Fingers', '1.79', '£8.95/£7.46 per kg')
('https://www.aldi.co.uk/vanilla-flavour-frosting/p/705826410176801', 'Vanilla Flavour Frosting', '1.29', '32.3p per 100g')
('https://www.aldi.co.uk/breaded-ham/p/706315410178601', 'Breaded Ham', '1.59', '39.8p per 100g')
('https://www.aldi.co.uk/diet-coke/p/706121410178201', 'Diet Coke', '1.79', '8p per 100ml')
('https://www.aldi.co.uk/classic-egg-fried-rice/p/017550410014901', 'Classic Egg Fried Rice', '0.35', '14p per 100g')
('https://www.aldi.co.uk/fruit-%26-nut-muesli/p/017683410015501', 'Fruit & Nut Muesli', '1.69', '22.5p per 100g')
('https://www.aldi.co.uk/tortilla-chips/p/707619410183801', 'Tortilla chips', '0.65', '£ 0.69')
('https://www.aldi.co.uk/popcorn-sweet-and-salted/p/017878410015701', 'Popcorn Sweet And Salted', '1.09', '54.5p per 100g')
('https://www.aldi.co.uk/lightly-salted-tortilla-chips/p/707622410184001', 'Lightly Salted Tortilla Chips', '0.65', '£ 0.69')
('https://www.aldi.co.uk/16-chocolate-chip-mini-muffins/p/010245410184601', '16 Chocolate Chip Mini Muffins', '1.39', '8.7p each')
('https://www.aldi.co.uk/16-mini-double-chocolate-muffins/p/010245410184802', '16 Mini Double Chocolate Muffins', '1.39', '8.7p each')
('https://www.aldi.co.uk/concentrated-liquid-wash-colour/p/013908410187602', 'Concentrated Liquid Wash Colour', '1.49', '£1.70 per litre')
('https://www.aldi.co.uk/galaxy-minstrels-chocolate-treat-bag/p/014150410187801', 'Galaxy Minstrels Chocolate Treat Bag', '0.89', '£1.81/£1.11/£1.25 per 100g')
('https://www.aldi.co.uk/coarse-ardennes-p%C3%A2t%C3%A9/p/013188410189401', 'Coarse Ardennes Pâté', '0.45', '25.7p per 100g')
('https://www.aldi.co.uk/cheddar-cheese-with-fruity-pickle/p/018588410190002', 'Cheddar Cheese with Fruity Pickle', '1.59', '')
('https://www.aldi.co.uk/chicken-%26-stuffing-sandwich/p/018588410189801', 'Chicken & Stuffing Sandwich', '1.59', '')
('https://www.aldi.co.uk/fibre-now-salted-caramel-squares/p/019478410017101', 'Fibre Now Salted Caramel Squares', '1.09', '90.8p per 100g')
('https://www.aldi.co.uk/boneless-wild-pink-salmon-fillets/p/019290410016901', 'Boneless Wild Pink Salmon Fillets', '3.99', '£7.25 per kg')
('https://www.aldi.co.uk/oh-so-delish-share-bag-smokehousebbq/p/020612410404401', 'Oh So Delish Share Bag SmokehouseBBQ', '0.95', '£7.92 per kg')
('https://www.aldi.co.uk/oh-so-delish-share-bags-wasabi/p/020612410404602', 'Oh So Delish Share Bags Wasabi', '0.95', '£7.92 per kg')
('https://www.aldi.co.uk/lemon-%26-herb-olives/p/020839410405002', 'Lemon & Herb Olives', '1.39', '92.7p per 100g')
('https://www.aldi.co.uk/benefit-bar-salted-caramel/p/021032410405601', 'Benefit Bar Salted Caramel', '0.73', '76.8p per 100g')
('https://www.aldi.co.uk/benefit-bars-double-chocolate/p/021036410406001', 'Benefit Bars Double Chocolate', '0.73', '76.8p per 100g')
('https://www.aldi.co.uk/puff-pastry-steak-%26-kidney-pie/p/021965410407201', 'Puff Pastry Steak & Kidney Pie', '0.99', '49.5p per 100g')
('https://www.aldi.co.uk/6-munchy-bars---raisin/p/021043410406401', '6 Munchy Bars - Raisin', '0.85', '44.3p per 100g')
('https://www.aldi.co.uk/dog-alutray---chicken-%26-turkey-pate/p/081102410416601', 'Dog Alutray - Chicken & Turkey Pate', '0.39', '£1.30 per kg')
('https://www.aldi.co.uk/smoky-bbq-fajita-kit/p/020737410417801', 'Smoky BBQ Fajita Kit', '1.19', '23.8p per 100g')
('https://www.aldi.co.uk/red-wine-vinegar/p/083377410417401', 'Red Wine Vinegar', '0.99', '19.8p per 100ml')
('https://www.aldi.co.uk/cooked-mussels-with-white-wine-sauce/p/020627410417201', 'Cooked Mussels with White Wine Sauce', '1.59', '£3.53 per kg')
('https://www.aldi.co.uk/madeira-party-cake/p/020833410418001', 'Madeira Party Cake', '3.49', '38.5p per 100g')
('https://www.aldi.co.uk/chicken-tikka-masala/p/021879410421201', 'Chicken Tikka Masala', '1.99', '£3.98 per kg')
('https://www.aldi.co.uk/raspberry-%26-apple-soft-oaty-bars/p/086202410420801', 'Raspberry & Apple Soft Oaty Bars', '1.39', '92.7p per 100g')
('https://www.aldi.co.uk/4-blueberry-muffins/p/062670410425201', '4 Blueberry Muffins', '0.85', '21.3p each')
('https://www.aldi.co.uk/4-breaded-cod-fish-fillets/p/041949410422602', '4 Breaded Cod Fish Fillets', '2.39', '£4.78 per kg')
('https://www.aldi.co.uk/italian-stone-baked-pizza-primavera/p/700443410424001', 'Italian Stone Baked Pizza Primavera', '1.99', '£0.53 / £0.52 / £47.4p per 100g')
('https://www.aldi.co.uk/americano-barista-moments/p/700593410426201', 'Americano Barista Moments', '2.29', '£2.29 per 100g')
('https://www.aldi.co.uk/salted-healthy-rice-cakes/p/050725410424801', 'Salted Healthy Rice Cakes', '0.79', '£6.08 per kg')
('https://www.aldi.co.uk/italian-style-coffee/p/701916410427401', 'Italian Style Coffee', '1.49', '£ 1.95')
('https://www.aldi.co.uk/coffee-beans-colombian/p/701916410427602', 'Coffee Beans Colombian', '1.49', '£ 1.95')
('https://www.aldi.co.uk/blackcurrant-concentrated-squash/p/702179410428201', 'Blackcurrant Concentrated Squash', '1.09', '£1.65 per 100ml')
('https://www.aldi.co.uk/summer-fruits-concentrated-squash/p/702179410428402', 'Summer Fruits Concentrated Squash', '1.09', '£1.65 per 100ml')
('https://www.aldi.co.uk/coconut-shampoo/p/701400409407103', 'Coconut Shampoo', '0.55', '13.8p per 100ml')
('https://www.aldi.co.uk/chilli-pur%C3%A9e/p/084901409409902', 'Chilli Purée', '0.69', '98.6p per 100g')
('https://www.aldi.co.uk/ginger-pur%C3%A9e/p/084901409409701', 'Ginger Purée', '0.69', '98.6p per 100g')
('https://www.aldi.co.uk/stir-fry-sauce/p/082243409411303', 'Stir Fry Sauce', '0.29', '24.2p per 100g')
('https://www.aldi.co.uk/pasta-bake-creamy-tomato-%26-herb/p/082152409412503', 'Pasta Bake Creamy Tomato & Herb', '0.49', '9.8p per 100g')
('https://www.aldi.co.uk/pasta-bake-creamy-tomato-%26-bacon/p/082152409412302', 'Pasta Bake Creamy Tomato & Bacon', '0.49', '9.8p per 100g')
('https://www.aldi.co.uk/hi-juice-50%25-blackcurrant/p/700849409411702', 'Hi Juice 50% Blackcurrant', '0.99', '9.9p per 100ml')
('https://www.aldi.co.uk/tru-bar-salted-caramel-flavour/p/703061410436602', 'Tru Bar Salted Caramel Flavour', '0.39', '£1.11 per 100g')
('https://www.aldi.co.uk/odour-neutraliser---sweet-pea/p/065785409413502', 'Odour Neutraliser - Sweet Pea', '0.65', '0.43p per 100g')
('https://www.aldi.co.uk/odour-neutraliser/p/065785409413703', 'Odour Neutraliser', '0.65', '0.43p per 100g')
('https://www.aldi.co.uk/sparkling-orange-soda/p/704032410442002', 'Sparkling Orange Soda', '0.79', '7.9p per 100ml')
('https://www.aldi.co.uk/power-5-toilet-freshener-2-pack/p/082080410450601', 'Power 5 Toilet Freshener 2 pack', '1.59', '79.5p each')
('https://www.aldi.co.uk/bacon%2C-lettuce-%26-tomato-sandwich/p/020238409418701', 'Bacon, Lettuce & Tomato Sandwich', '1.69', '')
('https://www.aldi.co.uk/kiln-honey-roasted-salmon-flakes/p/083847410452001', 'Kiln Honey Roasted Salmon Flakes', '1.79', '£ 1.99')
('https://www.aldi.co.uk/yogurt-soyummy---blueberry/p/705944410451402', 'Yogurt Soyummy - Blueberry', '0.85', '£1.70 per kg')
('https://www.aldi.co.uk/fabulosa-disinfect---lemon-sherbet/p/706275410452402', 'Fabulosa Disinfect - Lemon Sherbet', '0.99', '45p per 100ml')
('https://www.aldi.co.uk/vitamin-c-effervescent-tablets/p/010645409419703', 'Vitamin C Effervescent Tablets', '0.79', '4p per tablet')
('https://www.aldi.co.uk/pitted-green-olives/p/009612409419901', 'Pitted Green Olives', '0.49', '29.7p per 100g drained')
('https://www.aldi.co.uk/100%25-fresh-orange-juice-with-bits/p/700241410457001', '100% Fresh Orange Juice With Bits', '1.59', '15.9p per 100ml')
('https://www.aldi.co.uk/jelly-beans-sours/p/700041410456401', 'Jelly Beans Sours', '0.99', '49.5p per 100g')
('https://www.aldi.co.uk/tortilla-chips---hot-chilli/p/087468410456201', 'Tortilla Chips - Hot Chilli', '0.85', '53.1p per 100g')
('https://www.aldi.co.uk/vegetable-sushi-snack/p/701029410459401', 'Vegetable Sushi Snack', '0.85', '')
('https://www.aldi.co.uk/dog-can-multipack---chunks-in-gravy/p/701949410462601', 'Dog Can Multipack - Chunks In Gravy', '2.09', '87.1p per kg')
('https://www.aldi.co.uk/dog-biscuits-crunchies/p/701942410462201', 'Dog Biscuits Crunchies', '1.35', '£1.69 per kg')
('https://www.aldi.co.uk/coronation-chicken-deli-filler/p/702075410463001', 'Coronation Chicken Deli Filler', '1.09', '43.6p per 100g')
('https://www.aldi.co.uk/crunchy-almond-butter/p/702196410463401', 'Crunchy Almond Butter', '1.69', '99.4p per 100g')
('https://www.aldi.co.uk/romeo/p/702206410463601', 'Romeo', '0.85', '33.2p/34p per 100g')
('https://www.aldi.co.uk/salt-%26-vinegar-rice-%26-corn-cakes/p/703151409420901', 'Salt & Vinegar Rice & Corn Cakes', '0.45', '£1.96 per 100g')
('https://www.aldi.co.uk/4-multi-seed-deli-rolls/p/702496410467801', '4 Multi Seed Deli Rolls', '0.69', '17.3p each')
('https://www.aldi.co.uk/seed-mix/p/702546410468601', 'Seed Mix', '1.29', '£5.16 per kg')
('https://www.aldi.co.uk/mango-mandarin-cider/p/703019410470601', 'Mango Mandarin Cider', '0.99', '£3.00 per litre')
('https://www.aldi.co.uk/sour-cream-%26-chive-dip/p/705788409422601', 'Sour Cream & Chive Dip', '0.75', '37.5p per 100g')
('https://www.aldi.co.uk/cheese-%26-chive-dip/p/705788409422802', 'Cheese & Chive Dip', '0.75', '37.5p per 100g')
('https://www.aldi.co.uk/bbq-chicken-breast-slices/p/005527242170600', 'Bbq Chicken Breast Slices', '1.49', '99.3p per 100g')
('https://www.aldi.co.uk/spanish-tapas-selection/p/070675243042900', 'Spanish Tapas Selection', '1.69', '£1.41 per 100g')
('https://www.aldi.co.uk/german-baked-ham/p/065930244694600', 'German Baked Ham', '1.19', '99.2p per 100g')
('https://www.aldi.co.uk/tuna-chunks-in-brine/p/070698244719300', 'Tuna Chunks In Brine', '2.65', '59.2p per 100g drained')
('https://www.aldi.co.uk/cook-from-frozen-turkey-breast-joint/p/056487005281400', 'Cook From Frozen Turkey Breast Joint', '4.29', '£5.36 per kg')
('https://www.aldi.co.uk/toastie-thick-soft-white-bread/p/047096003773200', 'Toastie Thick Soft White Bread', '1.10', '13.8p per 100g')
('https://www.aldi.co.uk/chocolate-chunk-shortbread-rounds/p/062612247688101', 'Chocolate Chunk Shortbread Rounds', '1.09', '68.1p per 100g')
('https://www.aldi.co.uk/lightly-fruited-cake/p/059497005840200', 'Lightly Fruited Cake', '0.99', '20.9p per 100g')
('https://www.aldi.co.uk/6-bramley-apple-pies/p/042547003107200', '6 Bramley Apple Pies', '0.75', '12.5p each')
('https://www.aldi.co.uk/viennese-whirls/p/063447006559200', 'Viennese Whirls', '0.85', '14.2p each')
('https://www.aldi.co.uk/8-fondant-fancies/p/063455006560600', '8 Fondant Fancies', '1.19', '14.9p each')
('https://www.aldi.co.uk/mini-flapjack-bites/p/063467006563000', 'Mini Flapjack Bites', '0.99', 'per tub')
('https://www.aldi.co.uk/chocolate-mini-rolls/p/063639006594600', 'Chocolate Mini Rolls', '0.79', '7.9p each')
